,BTCUSDT,ETHUSDT,BNBUSDT,LTCUSDT,NEOUSDT,XRPUSDT,ADAUSDT,BELUSDT,XLMUSDT,BATUSDT,LINKUSDT,BANDUSDT,ONTUSDT,IOTAUSDT
0,10788.06000000,359.35000000,29.03610000,46.28000000,19.46300000,0.24171000,0.10268000,1.45730000,0.07503000,0.24190000,9.91590000,6.53870000,0.63470000,0.28610000
1,10838.88000000,361.40000000,29.08480000,46.64000000,19.49400000,0.24256000,0.10286000,1.43780000,0.07506000,0.24320000,10.07770000,6.63200000,0.63610000,0.28760000
2,10817.14000000,362.61000000,29.20930000,46.48000000,19.69400000,0.24227000,0.10411000,1.38930000,0.07558000,0.24120000,10.02450000,6.59060000,0.63440000,0.28680000
3,10798.18000000,362.33000000,28.92900000,46.49000000,19.51700000,0.24190000,0.10288000,1.33450000,0.07463000,0.24090000,9.99170000,6.60820000,0.63270000,0.28480000
4,10800.01000000,362.31000000,28.86750000,46.46000000,19.50100000,0.24162000,0.10286000,1.37300000,0.07452000,0.24180000,10.01140000,6.61310000,0.63200000,0.28520000
5,10821.07000000,361.89000000,28.89710000,46.46000000,19.66500000,0.24186000,0.10323000,1.37300000,0.07487000,0.24380000,10.16720000,6.71910000,0.64110000,0.28680000
6,10821.29000000,362.75000000,28.94660000,46.58000000,20.13600000,0.24241000,0.10276000,1.35290000,0.07517000,0.24420000,10.23000000,6.84530000,0.64570000,0.28600000
7,10824.75000000,363.93000000,28.97290000,46.62000000,19.92500000,0.24206000,0.10361000,1.36770000,0.07555000,0.24440000,10.25430000,6.92080000,0.64530000,0.28590000
8,10872.35000000,367.12000000,29.09980000,47.60000000,20.20800000,0.24336000,0.10350000,1.36710000,0.07600000,0.24510000,10.20680000,6.86070000,0.64340000,0.28660000
9,10896.77000000,367.64000000,29.04380000,47.81000000,20.14400000,0.24387000,0.10326000,1.38680000,0.07599000,0.24550000,10.24590000,6.92000000,0.64580000,0.28570000
10,10865.97000000,366.67000000,28.89250000,47.71000000,19.99900000,0.24349000,0.10268000,1.36520000,0.07561000,0.24430000,10.21590000,6.89710000,0.64650000,0.28200000
11,10903.16000000,368.59000000,29.05980000,47.92000000,20.06500000,0.24424000,0.10267000,1.36900000,0.07589000,0.24510000,10.38250000,7.09000000,0.65060000,0.28310000
12,10885.96000000,367.74000000,28.90860000,47.90000000,19.98300000,0.24345000,0.10289000,1.38000000,0.07601000,0.24470000,10.31000000,6.96310000,0.64820000,0.28250000
13,10860.00000000,365.95000000,28.59240000,47.75000000,19.68500000,0.24246000,0.10164000,1.35080000,0.07563000,0.24190000,10.18550000,6.93510000,0.64440000,0.28130000
14,10857.98000000,365.76000000,28.40410000,48.34000000,19.72000000,0.24243000,0.10214000,1.43400000,0.07574000,0.24180000,10.17710000,6.88160000,0.64140000,0.27980000
15,10716.23000000,361.11000000,27.75200000,47.38000000,19.17500000,0.23934000,0.09914000,1.42130000,0.07460000,0.23600000,9.89500000,6.69320000,0.62830000,0.27600000
16,10522.72000000,350.11000000,26.61110000,45.79000000,18.40300000,0.23573000,0.09603000,1.32400000,0.07226000,0.22720000,9.52300000,6.35500000,0.61330000,0.26620000
17,10482.39000000,346.25000000,26.49620000,45.78000000,18.38000000,0.23469000,0.09638000,1.28390000,0.07194000,0.22520000,9.49770000,6.21580000,0.60700000,0.26970000
18,10586.50000000,352.15000000,27.12890000,46.57000000,18.66500000,0.23668000,0.09783000,1.30790000,0.07305000,0.22950000,9.67120000,6.41600000,0.61530000,0.27280000
19,10617.74000000,353.18000000,27.39060000,46.41000000,18.79200000,0.23754000,0.09820000,1.33090000,0.07391000,0.23000000,9.68610000,6.47270000,0.61930000,0.27260000
20,10606.03000000,351.63000000,27.02180000,46.21000000,18.62200000,0.23711000,0.09721000,1.30140000,0.07275000,0.22940000,9.64070000,6.40930000,0.61500000,0.27130000
21,10585.30000000,351.00000000,27.15740000,45.83000000,18.64600000,0.23700000,0.09695000,1.30410000,0.07277000,0.22810000,9.49370000,6.41180000,0.61230000,0.27110000
22,10607.11000000,351.82000000,27.32430000,46.05000000,18.71500000,0.23814000,0.09723000,1.31330000,0.07305000,0.22850000,9.60560000,6.42700000,0.61630000,0.27060000
23,10619.13000000,352.85000000,27.46730000,46.25000000,18.78600000,0.23819000,0.09804000,1.31030000,0.07314000,0.23030000,9.63940000,6.42260000,0.61850000,0.27200000
24,10592.27000000,351.06000000,27.28700000,46.08000000,18.61800000,0.23685000,0.09710000,1.29750000,0.07283000,0.22760000,9.53170000,6.33560000,0.61110000,0.27100000
25,10591.05000000,351.98000000,27.65600000,46.22000000,18.74800000,0.23735000,0.09821000,1.30090000,0.07315000,0.22910000,9.56220000,6.38030000,0.61200000,0.27380000
26,10604.29000000,351.53000000,27.72850000,46.22000000,18.86800000,0.23746000,0.09828000,1.32400000,0.07317000,0.22990000,9.57470000,6.44100000,0.61340000,0.27300000
27,10649.06000000,353.23000000,28.00180000,46.59000000,18.95600000,0.23864000,0.10015000,1.41620000,0.07333000,0.23110000,9.80530000,6.49980000,0.61290000,0.27540000
28,10590.02000000,351.45000000,27.47290000,46.50000000,18.76400000,0.23756000,0.09838000,1.37000000,0.07272000,0.22990000,9.63990000,6.43060000,0.60740000,0.27550000
29,10443.50000000,342.77000000,26.85000000,45.32000000,17.98200000,0.23251000,0.09488000,1.27750000,0.07092000,0.21930000,9.26540000,5.97470000,0.58300000,0.26140000
30,10501.48000000,344.06000000,27.26810000,45.53000000,18.21600000,0.23344000,0.09496000,1.31690000,0.07106000,0.22070000,9.35630000,5.97330000,0.59030000,0.26770000
31,10490.88000000,342.17000000,27.00760000,45.36000000,18.02600000,0.23348000,0.09479000,1.27460000,0.07084000,0.22010000,9.28720000,5.96730000,0.58740000,0.26410000
32,10455.46000000,338.51000000,26.56920000,44.96000000,17.75900000,0.23171000,0.09269000,1.24900000,0.06997000,0.21620000,9.07590000,5.86900000,0.58090000,0.25920000
33,10449.16000000,338.25000000,26.32110000,44.77000000,17.68400000,0.23102000,0.09172000,1.21350000,0.07018000,0.21620000,9.03920000,5.78840000,0.57740000,0.25800000
34,10461.14000000,338.12000000,26.07900000,44.39000000,17.59300000,0.23086000,0.09170000,1.20300000,0.07015000,0.21710000,8.93250000,5.77610000,0.57500000,0.25700000
35,10436.63000000,337.13000000,26.12000000,44.34000000,17.52100000,0.22972000,0.09048000,1.20330000,0.06957000,0.21850000,8.85020000,5.79990000,0.57240000,0.25780000
36,10489.27000000,339.64000000,26.49230000,44.66000000,18.13000000,0.23056000,0.09199000,1.22480000,0.07038000,0.21840000,9.01470000,5.92940000,0.58130000,0.26110000
37,10530.88000000,342.17000000,26.86970000,44.86000000,18.10400000,0.23206000,0.09229000,1.26970000,0.07080000,0.22010000,9.16570000,6.04160000,0.58680000,0.26330000
38,10522.13000000,344.50000000,26.90010000,44.83000000,18.13700000,0.23228000,0.09308000,1.26960000,0.07090000,0.22130000,9.24430000,6.12400000,0.58870000,0.26060000
39,10512.74000000,343.12000000,26.88930000,44.79000000,18.05800000,0.23165000,0.09245000,1.23620000,0.07061000,0.22110000,9.11710000,5.95890000,0.58400000,0.26000000
40,10543.69000000,344.78000000,27.39560000,45.11000000,18.26700000,0.23290000,0.09357000,1.27020000,0.07100000,0.22460000,9.24360000,6.11280000,0.59480000,0.26490000
41,10537.44000000,344.33000000,27.26490000,44.97000000,18.22200000,0.23245000,0.09352000,1.30700000,0.07099000,0.22390000,9.25530000,6.07800000,0.59600000,0.26510000
42,10553.11000000,344.56000000,27.21740000,44.91000000,18.31600000,0.23261000,0.09337000,1.30710000,0.07107000,0.22400000,9.23410000,6.02640000,0.59720000,0.26530000
43,10515.04000000,343.35000000,26.98160000,44.73000000,18.06800000,0.23186000,0.09277000,1.31550000,0.07057000,0.22230000,9.14330000,6.00560000,0.59170000,0.26400000
44,10540.71000000,346.58000000,27.28000000,44.96000000,18.19100000,0.23291000,0.09391000,1.37680000,0.07121000,0.22310000,9.27280000,6.02000000,0.59800000,0.26590000
45,10469.68000000,341.97000000,26.78580000,44.50000000,17.81800000,0.23134000,0.09208000,1.37860000,0.07009000,0.21890000,9.03500000,5.90990000,0.58750000,0.26260000
46,10551.02000000,344.89000000,27.08170000,44.86000000,18.07800000,0.23347000,0.09287000,1.49790000,0.07081000,0.22340000,9.19900000,6.03420000,0.59700000,0.26780000
47,10570.40000000,345.60000000,27.33690000,44.88000000,18.08900000,0.23386000,0.09286000,1.48800000,0.07096000,0.22390000,9.21670000,6.04710000,0.59820000,0.26880000
48,10544.92000000,344.01000000,27.11970000,44.90000000,18.01600000,0.23334000,0.09259000,1.36000000,0.07076000,0.22300000,9.17430000,5.98130000,0.59540000,0.26930000
49,10538.07000000,345.77000000,27.28360000,44.96000000,18.07600000,0.23347000,0.09329000,1.34180000,0.07104000,0.22380000,9.20570000,6.03490000,0.60000000,0.27010000
50,10540.34000000,345.76000000,27.35530000,44.92000000,18.06100000,0.23310000,0.09348000,1.41420000,0.07116000,0.22350000,9.21970000,6.06800000,0.59950000,0.27150000
51,10552.24000000,348.06000000,27.34230000,45.38000000,18.24500000,0.23412000,0.09467000,1.34050000,0.07158000,0.22440000,9.26800000,6.11600000,0.60380000,0.27220000
52,10558.01000000,348.01000000,27.83830000,45.24000000,18.21400000,0.23437000,0.09434000,1.38220000,0.07175000,0.22470000,9.28040000,6.15000000,0.60120000,0.27240000
53,10537.02000000,346.37000000,27.58300000,45.12000000,18.15100000,0.23377000,0.09441000,1.42100000,0.07147000,0.22430000,9.22700000,6.07850000,0.59790000,0.27290000
54,10529.01000000,345.91000000,27.68290000,45.17000000,18.02600000,0.23316000,0.09368000,1.57780000,0.07117000,0.22270000,9.18610000,6.04180000,0.59350000,0.27150000
55,10527.75000000,346.14000000,27.66790000,45.26000000,17.99200000,0.23328000,0.09359000,1.59080000,0.07121000,0.22190000,9.17770000,6.10000000,0.59320000,0.27230000
56,10507.66000000,345.67000000,27.40860000,45.39000000,17.85200000,0.23311000,0.09353000,1.52650000,0.07082000,0.22150000,9.14440000,6.12160000,0.59190000,0.27100000
57,10527.64000000,346.18000000,27.47210000,45.56000000,17.91000000,0.23362000,0.09405000,1.61920000,0.07100000,0.22300000,9.22620000,6.12620000,0.59370000,0.27310000
58,10549.31000000,348.18000000,27.77590000,45.67000000,18.11000000,0.23469000,0.09509000,1.50810000,0.07150000,0.22390000,9.29940000,6.11650000,0.59780000,0.27810000
59,10536.65000000,347.57000000,27.57150000,45.48000000,17.88500000,0.23421000,0.09441000,1.53980000,0.07113000,0.22360000,9.24380000,6.06990000,0.59470000,0.27950000
60,10535.54000000,346.34000000,27.71130000,45.50000000,17.76800000,0.23352000,0.09437000,1.53180000,0.07115000,0.22280000,9.20030000,6.08000000,0.59410000,0.27630000
61,10528.20000000,346.06000000,27.65820000,45.49000000,17.93200000,0.23345000,0.09397000,1.50610000,0.07111000,0.22280000,9.17070000,6.11680000,0.59340000,0.27570000
62,10534.78000000,346.41000000,27.70220000,45.51000000,17.81100000,0.23378000,0.09394000,1.56970000,0.07100000,0.22220000,9.16330000,6.14110000,0.59200000,0.27560000
63,10541.98000000,347.28000000,28.14290000,45.80000000,17.97500000,0.23348000,0.09436000,1.62950000,0.07106000,0.22180000,9.19570000,6.13640000,0.59730000,0.27560000
64,10579.41000000,347.86000000,28.07670000,45.87000000,18.08000000,0.23429000,0.09441000,1.59010000,0.07131000,0.22380000,9.24160000,6.20150000,0.59960000,0.27630000
65,10581.70000000,348.11000000,28.12720000,45.82000000,17.92100000,0.23419000,0.09446000,1.59000000,0.07132000,0.22340000,9.26950000,6.16030000,0.59850000,0.27540000
66,10574.06000000,350.28000000,28.10710000,45.87000000,18.05600000,0.23425000,0.09441000,1.51210000,0.07153000,0.22400000,9.43610000,6.16220000,0.60200000,0.27420000
67,10582.62000000,350.06000000,28.05220000,45.89000000,18.08200000,0.23437000,0.09445000,1.54250000,0.07205000,0.22390000,9.42400000,6.16620000,0.60740000,0.27420000
68,10565.02000000,349.04000000,27.94500000,45.77000000,18.01500000,0.23374000,0.09353000,1.44370000,0.07165000,0.22270000,9.39050000,6.04340000,0.60300000,0.27270000
69,10568.37000000,348.85000000,27.96250000,45.93000000,17.95300000,0.23376000,0.09340000,1.44230000,0.07167000,0.22250000,9.37610000,6.03440000,0.60130000,0.27160000
70,10558.46000000,347.49000000,27.78830000,45.74000000,17.93100000,0.23344000,0.09359000,1.38970000,0.07141000,0.22190000,9.31330000,6.00300000,0.59790000,0.26860000
71,10542.06000000,345.95000000,28.18670000,45.51000000,17.80600000,0.23273000,0.09328000,1.39000000,0.07100000,0.22040000,9.26900000,5.98030000,0.59190000,0.26590000
72,10543.06000000,346.87000000,28.49010000,45.66000000,17.88100000,0.23308000,0.09374000,1.38110000,0.07125000,0.22070000,9.27210000,6.01360000,0.59490000,0.26710000
73,10541.14000000,345.33000000,28.21400000,45.43000000,17.55400000,0.23211000,0.09286000,1.34530000,0.07078000,0.21840000,9.20240000,5.91990000,0.58300000,0.26530000
74,10548.12000000,346.07000000,28.35710000,45.53000000,17.68500000,0.23246000,0.09279000,1.33970000,0.07073000,0.21860000,9.21980000,5.93030000,0.58290000,0.26700000
75,10545.49000000,345.85000000,28.29280000,45.47000000,17.49800000,0.23215000,0.09255000,1.29000000,0.07060000,0.21840000,9.15370000,5.86560000,0.58020000,0.26610000
76,10565.83000000,346.82000000,28.44420000,45.69000000,17.81200000,0.23286000,0.09281000,1.33570000,0.07085000,0.21960000,9.20330000,5.90280000,0.58470000,0.26920000
77,10562.28000000,346.62000000,28.39900000,45.67000000,17.63200000,0.23234000,0.09268000,1.32010000,0.07078000,0.21910000,9.17890000,5.88400000,0.58250000,0.26620000
78,10618.00000000,349.18000000,28.51120000,46.10000000,17.86300000,0.23443000,0.09368000,1.34610000,0.07129000,0.22140000,9.30650000,5.97510000,0.58940000,0.26940000
79,10612.83000000,348.36000000,28.54040000,46.00000000,17.99900000,0.23395000,0.09383000,1.32190000,0.07119000,0.22140000,9.28540000,5.94220000,0.58990000,0.26910000
80,10599.58000000,347.86000000,28.41760000,45.94000000,17.86400000,0.23350000,0.09470000,1.31240000,0.07117000,0.22110000,9.28360000,5.92550000,0.59140000,0.26860000
81,10595.52000000,347.24000000,28.28630000,45.89000000,17.82600000,0.23378000,0.09382000,1.30440000,0.07095000,0.22040000,9.24770000,5.91410000,0.58880000,0.26860000
82,10586.59000000,346.48000000,28.36660000,45.68000000,17.80300000,0.23236000,0.09395000,1.31060000,0.07109000,0.21990000,9.21930000,5.86400000,0.58480000,0.26790000
83,10600.75000000,347.79000000,28.66200000,45.83000000,17.78100000,0.23320000,0.09408000,1.30960000,0.07124000,0.22010000,9.24250000,5.83380000,0.58740000,0.27150000
84,10606.40000000,347.99000000,28.68000000,45.98000000,17.80100000,0.23780000,0.09433000,1.29830000,0.07160000,0.22070000,9.28660000,5.83600000,0.59090000,0.27470000
85,10610.65000000,347.84000000,28.86910000,46.27000000,17.83100000,0.24074000,0.09556000,1.21670000,0.07213000,0.22160000,9.27900000,5.84870000,0.59190000,0.27490000
86,10604.45000000,347.64000000,28.82120000,46.06000000,17.79800000,0.24027000,0.09531000,1.24200000,0.07210000,0.22140000,9.24240000,5.85780000,0.59180000,0.27470000
87,10591.45000000,346.69000000,28.93700000,45.87000000,17.59200000,0.24006000,0.09457000,1.22710000,0.07152000,0.21990000,9.17700000,5.78680000,0.58790000,0.27110000
88,10600.44000000,348.12000000,28.69010000,46.11000000,17.73800000,0.24245000,0.09510000,1.22660000,0.07189000,0.22080000,9.20620000,5.80000000,0.59040000,0.27350000
89,10606.23000000,348.38000000,29.05080000,46.24000000,17.77600000,0.24492000,0.09578000,1.22010000,0.07227000,0.22230000,9.24620000,5.86910000,0.59460000,0.27450000
90,10630.00000000,351.05000000,28.99740000,46.72000000,17.71100000,0.24595000,0.09619000,1.23920000,0.07269000,0.22310000,9.30590000,5.92660000,0.59840000,0.27590000
91,10673.26000000,352.86000000,28.93780000,46.81000000,17.99100000,0.24768000,0.09759000,1.23410000,0.07298000,0.22380000,9.38610000,5.94760000,0.59810000,0.27590000
92,10643.47000000,351.64000000,28.90290000,46.74000000,17.93200000,0.24793000,0.09696000,1.22900000,0.07294000,0.22160000,9.34400000,5.89650000,0.59580000,0.27450000
93,10645.01000000,351.65000000,28.76330000,46.63000000,17.84100000,0.24706000,0.09680000,1.24100000,0.07312000,0.22230000,9.35490000,5.96820000,0.59470000,0.27500000
94,10660.27000000,352.01000000,28.85560000,46.60000000,17.85500000,0.24671000,0.09752000,1.24830000,0.07301000,0.22320000,9.35380000,5.97690000,0.59640000,0.27470000
95,10666.63000000,352.37000000,28.96680000,46.69000000,18.12500000,0.24794000,0.09686000,1.23930000,0.07290000,0.22350000,9.39220000,5.99660000,0.59890000,0.27500000
96,10703.62000000,354.11000000,29.04070000,46.86000000,18.10400000,0.25030000,0.09847000,1.21000000,0.07337000,0.22510000,9.53620000,6.05640000,0.60080000,0.27810000
97,10691.73000000,353.47000000,29.11090000,46.49000000,18.19900000,0.25276000,0.09873000,1.13400000,0.07332000,0.22460000,9.50550000,6.01000000,0.60080000,0.27760000
98,10707.66000000,354.00000000,29.19500000,46.51000000,18.16500000,0.25233000,0.09922000,1.15010000,0.07390000,0.22550000,9.53100000,6.00980000,0.60240000,0.27760000
99,10665.88000000,352.01000000,29.19620000,46.25000000,17.97000000,0.24977000,0.09824000,1.15570000,0.07325000,0.22430000,9.49030000,5.90120000,0.59710000,0.27600000
100,10656.75000000,351.30000000,28.98780000,46.19000000,17.77100000,0.24834000,0.09770000,1.11110000,0.07301000,0.22340000,9.43160000,5.85920000,0.59420000,0.27480000
101,10677.01000000,352.23000000,29.09690000,46.34000000,17.73900000,0.24970000,0.09821000,1.08210000,0.07314000,0.22380000,9.45010000,5.89840000,0.59590000,0.27500000
102,10639.03000000,350.87000000,28.91580000,46.23000000,17.65800000,0.24784000,0.09785000,1.07500000,0.07291000,0.22180000,9.35480000,5.81840000,0.58910000,0.27050000
103,10686.31000000,350.93000000,28.81840000,46.38000000,17.73300000,0.24875000,0.09791000,1.08700000,0.07307000,0.22190000,9.36340000,5.81370000,0.58920000,0.27130000
104,10669.12000000,350.21000000,28.61100000,46.18000000,17.67300000,0.24646000,0.09725000,1.06500000,0.07245000,0.22220000,9.32520000,5.81860000,0.59010000,0.27080000
105,10679.59000000,351.37000000,28.39850000,46.27000000,17.70000000,0.24855000,0.09734000,1.05760000,0.07268000,0.22170000,9.36460000,5.77410000,0.59180000,0.27110000
106,10681.01000000,351.51000000,28.53920000,46.27000000,17.80400000,0.24848000,0.09714000,1.07790000,0.07271000,0.22230000,9.35790000,5.80520000,0.59210000,0.27120000
107,10666.53000000,350.56000000,28.21900000,46.13000000,17.67800000,0.24718000,0.09636000,1.08420000,0.07254000,0.22130000,9.32880000,5.81430000,0.58810000,0.26990000
108,10695.61000000,352.63000000,28.39900000,46.43000000,17.79000000,0.25333000,0.09740000,1.10240000,0.07334000,0.22340000,9.42250000,5.88060000,0.59520000,0.27240000
109,10726.45000000,352.78000000,28.50550000,46.40000000,17.82700000,0.25207000,0.09777000,1.12800000,0.07348000,0.22310000,9.48920000,5.88550000,0.59890000,0.27310000
110,10723.93000000,352.90000000,28.36980000,46.37000000,17.80800000,0.25086000,0.09777000,1.16010000,0.07345000,0.22230000,9.45970000,5.89020000,0.59660000,0.27240000
111,10726.02000000,352.83000000,28.49990000,46.42000000,17.99800000,0.25058000,0.09759000,1.13960000,0.07365000,0.22240000,9.51330000,5.89320000,0.59730000,0.27200000
112,10744.51000000,353.98000000,28.54230000,46.45000000,17.95500000,0.25137000,0.09762000,1.12800000,0.07384000,0.22150000,9.68100000,5.92200000,0.60150000,0.27300000
113,10696.49000000,351.04000000,28.37230000,45.70000000,17.70700000,0.24814000,0.09643000,1.08470000,0.07319000,0.21870000,9.49680000,5.87160000,0.59600000,0.26940000
114,10716.35000000,351.56000000,28.39230000,45.83000000,17.69000000,0.24909000,0.09632000,1.08640000,0.07304000,0.22020000,9.50440000,5.88150000,0.59920000,0.26950000
115,10730.78000000,351.53000000,28.42340000,45.86000000,17.66700000,0.24983000,0.09632000,1.11810000,0.07301000,0.21970000,9.56950000,5.86990000,0.59850000,0.27000000
116,10737.78000000,351.82000000,28.48630000,45.97000000,17.67800000,0.25028000,0.09692000,1.09700000,0.07308000,0.21940000,9.59500000,5.86300000,0.59600000,0.26930000
117,10739.83000000,352.51000000,28.65750000,46.03000000,17.71200000,0.25135000,0.09637000,1.09130000,0.07293000,0.22050000,9.58010000,5.86910000,0.59910000,0.26860000
118,10745.09000000,352.51000000,28.69150000,46.11000000,17.69900000,0.25001000,0.09719000,1.07990000,0.07310000,0.22060000,9.58400000,5.87550000,0.59770000,0.26990000
119,10792.21000000,353.62000000,28.61580000,46.34000000,17.66400000,0.25030000,0.09738000,1.08410000,0.07331000,0.22150000,9.61760000,5.86780000,0.59830000,0.27120000
120,10753.12000000,352.36000000,28.43590000,46.17000000,17.67500000,0.25034000,0.09691000,1.08440000,0.07301000,0.22090000,9.56410000,5.86770000,0.59470000,0.26950000
121,10762.13000000,352.76000000,28.39560000,46.28000000,17.48300000,0.25210000,0.09684000,1.09420000,0.07307000,0.22060000,9.52260000,5.86010000,0.59170000,0.26890000
122,10759.79000000,353.35000000,28.50790000,46.36000000,17.55300000,0.25505000,0.09747000,1.16480000,0.07357000,0.22050000,9.53750000,5.87010000,0.59370000,0.26980000
123,10765.29000000,353.58000000,28.66140000,46.60000000,17.54800000,0.25783000,0.09798000,1.16800000,0.07436000,0.22060000,9.53930000,5.85500000,0.59090000,0.26870000
124,10766.35000000,354.11000000,28.61400000,46.59000000,17.49700000,0.25840000,0.09847000,1.18000000,0.07467000,0.22110000,9.52220000,5.85580000,0.59270000,0.26850000
125,10745.38000000,353.67000000,28.61300000,46.57000000,17.25900000,0.25657000,0.09777000,1.12670000,0.07424000,0.21950000,9.44050000,5.85880000,0.58570000,0.26820000
126,10743.07000000,353.10000000,28.88390000,46.45000000,17.22700000,0.25502000,0.09771000,1.17030000,0.07410000,0.21950000,9.42080000,5.88010000,0.58680000,0.26740000
127,10711.15000000,350.71000000,28.76050000,46.24000000,17.09600000,0.25370000,0.09670000,1.12580000,0.07332000,0.21810000,9.34100000,5.85250000,0.57790000,0.26560000
128,10742.02000000,352.01000000,28.97000000,46.36000000,17.10000000,0.25488000,0.09670000,1.24360000,0.07361000,0.21970000,9.40200000,5.87100000,0.58180000,0.26550000
129,10746.15000000,352.25000000,28.88400000,46.62000000,17.21900000,0.25745000,0.09715000,1.21780000,0.07408000,0.21970000,9.39160000,5.86990000,0.58050000,0.26510000
130,10700.99000000,349.54000000,28.45310000,46.20000000,16.88400000,0.25250000,0.09509000,1.21030000,0.07295000,0.21700000,9.14400000,5.85000000,0.57270000,0.26160000
131,10697.33000000,346.12000000,28.19090000,45.89000000,16.80500000,0.25053000,0.09494000,1.14020000,0.07233000,0.21680000,9.13310000,5.85700000,0.57280000,0.26090000
132,10699.56000000,345.71000000,28.18260000,45.85000000,16.84300000,0.25007000,0.09433000,1.15500000,0.07235000,0.21680000,9.12970000,5.90420000,0.57230000,0.26100000
133,10676.44000000,345.17000000,27.71500000,45.81000000,16.71300000,0.24976000,0.09361000,1.09990000,0.07236000,0.21570000,9.10000000,5.99000000,0.57120000,0.26000000
134,10671.22000000,344.58000000,27.66340000,45.87000000,16.68300000,0.24885000,0.09323000,1.07450000,0.07247000,0.21510000,9.05000000,5.90000000,0.56950000,0.25950000
135,10735.01000000,351.34000000,28.14570000,47.87000000,17.47300000,0.25417000,0.09562000,1.10190000,0.07490000,0.22010000,9.25560000,6.07730000,0.58750000,0.26490000
136,10723.72000000,349.85000000,28.06710000,47.48000000,17.19700000,0.25270000,0.09504000,1.05100000,0.07433000,0.21700000,9.17940000,6.01850000,0.58240000,0.26440000
137,10713.97000000,348.55000000,27.94080000,47.30000000,17.07400000,0.25155000,0.09498000,1.06010000,0.07419000,0.21580000,9.11730000,5.92990000,0.57970000,0.26190000
138,10602.77000000,343.22000000,27.63290000,46.44000000,16.65800000,0.24757000,0.09286000,1.05090000,0.07278000,0.21220000,8.98030000,5.87440000,0.56690000,0.25800000
139,10571.36000000,340.38000000,27.58000000,46.25000000,16.61800000,0.24384000,0.09300000,1.05250000,0.07253000,0.21080000,8.89410000,5.85960000,0.56100000,0.25560000
140,10549.51000000,337.52000000,27.44470000,45.92000000,16.50700000,0.24230000,0.09178000,1.04730000,0.07204000,0.20690000,8.67360000,5.85550000,0.55280000,0.25140000
141,10568.12000000,339.07000000,27.50620000,45.74000000,16.52900000,0.24395000,0.09228000,1.06340000,0.07192000,0.20880000,8.75400000,5.85530000,0.55070000,0.25240000
142,10587.11000000,339.54000000,27.56710000,45.74000000,16.43700000,0.24496000,0.09196000,1.04390000,0.07209000,0.20900000,8.73760000,5.85200000,0.55130000,0.25250000
143,10599.66000000,340.75000000,27.68120000,45.99000000,16.56900000,0.24545000,0.09289000,1.07160000,0.07237000,0.21070000,8.76890000,5.86160000,0.55720000,0.25330000
144,10590.58000000,339.20000000,27.49160000,45.70000000,16.24500000,0.24386000,0.09160000,1.03470000,0.07181000,0.20810000,8.62710000,5.88770000,0.54980000,0.24710000
145,10583.07000000,336.97000000,27.35140000,45.48000000,16.24000000,0.24314000,0.09073000,1.02400000,0.07159000,0.21140000,8.58840000,5.79220000,0.54550000,0.25020000
146,10594.14000000,338.21000000,27.46520000,45.65000000,16.23000000,0.24411000,0.09137000,1.03360000,0.07178000,0.21290000,8.64850000,5.83950000,0.54860000,0.25120000
147,10575.51000000,336.85000000,27.33740000,45.61000000,16.21300000,0.24349000,0.09091000,1.01650000,0.07159000,0.21180000,8.62990000,5.68510000,0.54930000,0.24890000
148,10589.96000000,338.31000000,27.17100000,45.77000000,16.36000000,0.24448000,0.09157000,1.01820000,0.07169000,0.21320000,8.63320000,5.37980000,0.54980000,0.24970000
149,10607.00000000,339.48000000,27.48300000,45.81000000,16.46500000,0.24535000,0.09231000,1.02140000,0.07201000,0.21310000,8.71000000,5.42680000,0.55370000,0.25130000
150,10622.51000000,341.01000000,27.44000000,46.03000000,16.58100000,0.24615000,0.09319000,1.06710000,0.07210000,0.21380000,8.81270000,5.37000000,0.55640000,0.25300000
151,10618.69000000,341.31000000,27.37230000,45.96000000,16.48100000,0.24639000,0.09313000,1.03620000,0.07208000,0.21270000,8.80980000,5.41130000,0.55780000,0.25290000
152,10612.18000000,340.21000000,27.37660000,45.90000000,16.46800000,0.24534000,0.09300000,1.07130000,0.07166000,0.21110000,8.79140000,5.29870000,0.55540000,0.25230000
153,10583.99000000,338.90000000,27.22880000,45.60000000,16.35900000,0.24460000,0.09240000,1.04960000,0.07131000,0.21030000,8.66340000,5.22180000,0.54980000,0.24980000
154,10596.40000000,339.52000000,27.08970000,45.64000000,16.35500000,0.24526000,0.09262000,1.03060000,0.07162000,0.20990000,8.69050000,5.13160000,0.55150000,0.24940000
155,10600.41000000,339.24000000,27.02960000,45.64000000,16.38200000,0.24565000,0.09264000,1.02870000,0.07162000,0.21000000,8.69350000,5.18000000,0.55260000,0.24900000
156,10625.30000000,341.17000000,27.43930000,46.13000000,16.60300000,0.24647000,0.09343000,1.05970000,0.07212000,0.21200000,8.80620000,5.26400000,0.55630000,0.25350000
157,10610.52000000,341.06000000,27.49490000,46.12000000,16.59000000,0.24850000,0.09358000,1.05390000,0.07221000,0.21200000,8.81460000,5.36480000,0.55700000,0.25550000
158,10632.03000000,341.19000000,27.60480000,46.10000000,16.75200000,0.24837000,0.09354000,1.04940000,0.07263000,0.21250000,8.82340000,5.33620000,0.55750000,0.25510000
