,BTCUSDT,ETHUSDT,BNBUSDT,LTCUSDT,NEOUSDT,XRPUSDT,ADAUSDT,BELUSDT,XLMUSDT,BATUSDT,LINKUSDT,BANDUSDT,ONTUSDT,IOTAUSDT
1099,15855.29000000,445.31000000,27.50210000,61.65000000,15.18900000,0.26771000,0.10116000,0.95880000,0.07967000,0.19080000,12.01350000,5.52280000,0.45910000,0.24680000
1100,15845.10000000,443.71000000,27.49070000,61.86000000,15.23300000,0.26721000,0.10114000,0.95380000,0.07984000,0.19120000,12.02520000,5.46520000,0.46030000,0.24820000
1101,15848.67000000,443.65000000,27.40640000,61.89000000,15.15900000,0.26725000,0.10054000,0.93910000,0.07950000,0.19070000,11.97570000,5.46400000,0.45910000,0.24810000
1102,15925.18000000,446.33000000,27.48730000,62.23000000,15.29800000,0.26852000,0.10048000,0.95060000,0.08000000,0.19300000,12.07850000,5.49160000,0.46210000,0.24960000
1103,15957.00000000,448.08000000,27.67860000,62.28000000,15.31700000,0.26954000,0.10046000,0.96610000,0.08009000,0.19360000,12.11920000,5.51840000,0.46300000,0.25030000
1104,15972.88000000,449.82000000,27.69490000,64.31000000,15.38500000,0.27050000,0.10037000,0.97280000,0.08002000,0.19400000,12.14500000,5.48490000,0.46350000,0.25080000
1105,15948.00000000,448.49000000,27.53030000,64.68000000,15.24900000,0.26927000,0.10014000,0.98170000,0.07978000,0.19290000,12.12130000,5.42130000,0.46090000,0.24960000
1106,15935.15000000,447.10000000,27.48170000,64.91000000,15.16700000,0.26832000,0.10010000,0.99810000,0.07939000,0.19210000,12.05890000,5.40770000,0.46040000,0.24880000
1107,16006.50000000,449.42000000,27.64590000,66.04000000,15.39200000,0.26924000,0.10091000,1.00020000,0.08006000,0.19470000,12.15560000,5.49060000,0.46530000,0.25060000
1108,16034.47000000,450.70000000,27.64840000,66.36000000,15.43300000,0.26865000,0.10175000,1.01470000,0.08009000,0.19430000,12.18650000,5.54000000,0.46610000,0.25200000
1109,16108.76000000,451.46000000,27.68120000,66.42000000,15.47300000,0.26965000,0.10177000,0.99780000,0.08028000,0.19480000,12.20490000,5.55380000,0.46720000,0.25210000
1110,16237.99000000,454.73000000,27.64440000,67.09000000,15.52800000,0.27148000,0.10220000,1.00150000,0.08043000,0.19510000,12.32110000,5.57840000,0.46870000,0.25330000
1111,16235.71000000,454.57000000,27.73850000,68.29000000,15.50000000,0.27130000,0.10247000,1.02700000,0.08070000,0.19520000,12.30230000,5.53610000,0.46760000,0.25530000
1112,16216.23000000,453.45000000,27.69560000,67.40000000,15.60000000,0.27298000,0.10254000,1.02050000,0.08093000,0.19570000,12.33680000,5.61270000,0.46890000,0.25380000
1113,16235.00000000,452.54000000,27.73460000,67.28000000,15.58400000,0.27276000,0.10242000,1.09340000,0.08101000,0.19520000,12.28180000,5.65040000,0.46810000,0.25500000
1114,16384.59000000,456.06000000,27.87120000,68.37000000,15.63400000,0.27366000,0.10295000,1.10010000,0.08129000,0.19650000,12.38770000,5.69750000,0.46980000,0.25450000
1115,16235.68000000,452.07000000,27.79050000,67.14000000,15.64300000,0.27191000,0.10231000,1.12440000,0.08090000,0.19560000,12.28590000,5.69390000,0.46780000,0.25300000
1116,16306.00000000,453.97000000,27.76890000,67.85000000,15.62100000,0.27420000,0.10227000,1.12000000,0.08110000,0.19610000,12.30900000,5.79450000,0.47200000,0.25380000
1117,16322.83000000,455.79000000,28.09270000,70.19000000,15.68500000,0.27955000,0.10280000,1.09490000,0.08156000,0.19660000,12.34720000,5.79500000,0.47300000,0.25430000
1118,16401.52000000,459.54000000,28.08920000,71.02000000,15.79200000,0.28333000,0.10474000,1.11870000,0.08214000,0.19830000,12.72830000,5.88240000,0.47960000,0.25570000
1119,16450.00000000,459.40000000,27.95840000,71.40000000,15.81600000,0.28216000,0.10460000,1.19070000,0.08224000,0.20000000,12.70830000,5.85000000,0.47770000,0.25520000
1120,16566.52000000,460.60000000,27.87540000,70.93000000,15.68000000,0.28211000,0.10405000,1.16220000,0.08165000,0.19710000,12.61890000,5.70270000,0.47210000,0.25460000
1121,16691.91000000,462.40000000,27.98930000,71.60000000,15.81600000,0.28782000,0.10485000,1.16630000,0.08230000,0.19850000,12.67280000,5.74870000,0.47520000,0.25730000
1122,16690.85000000,461.97000000,28.00280000,71.88000000,15.81900000,0.28615000,0.10428000,1.18440000,0.08221000,0.19870000,12.69620000,5.75300000,0.47580000,0.25610000
1123,16779.01000000,462.07000000,28.05260000,71.27000000,15.76300000,0.28680000,0.10407000,1.16470000,0.08230000,0.19840000,12.62670000,5.69270000,0.47360000,0.25560000
1124,16825.56000000,462.53000000,28.05090000,71.10000000,15.71700000,0.28494000,0.10399000,1.14340000,0.08188000,0.19810000,12.64490000,5.71280000,0.47400000,0.25620000
1125,16695.41000000,458.58000000,27.88200000,70.74000000,15.67300000,0.28376000,0.10372000,1.16080000,0.08161000,0.19740000,12.55800000,5.64470000,0.47350000,0.25390000
1126,16713.86000000,461.02000000,28.03950000,71.66000000,15.70800000,0.28628000,0.10393000,1.17970000,0.08200000,0.19770000,12.59880000,5.68930000,0.47310000,0.25390000
1127,16713.57000000,460.55000000,27.94510000,73.84000000,15.72000000,0.28813000,0.10387000,1.15560000,0.08250000,0.19770000,12.62230000,5.69330000,0.47460000,0.25320000
1128,16806.09000000,468.08000000,28.13550000,75.20000000,15.98900000,0.29278000,0.10597000,1.15330000,0.08383000,0.20060000,12.89620000,5.90820000,0.48310000,0.25680000
1129,16690.21000000,465.03000000,28.17850000,73.90000000,15.91900000,0.29171000,0.10562000,1.24840000,0.08401000,0.20000000,12.79050000,5.77510000,0.48190000,0.25580000
1130,16678.02000000,463.71000000,28.41220000,73.38000000,15.90300000,0.29265000,0.10540000,1.23420000,0.08379000,0.20040000,12.78270000,5.78910000,0.48200000,0.25580000
1131,16573.58000000,462.04000000,28.29440000,73.39000000,15.92600000,0.29201000,0.10600000,1.21190000,0.08388000,0.20020000,12.73440000,5.81130000,0.48480000,0.25600000
1132,16668.95000000,465.63000000,28.32800000,74.06000000,16.02200000,0.29832000,0.10639000,1.24160000,0.08483000,0.20180000,12.81800000,5.91910000,0.48920000,0.26140000
1133,16619.81000000,463.35000000,28.40420000,73.84000000,16.02300000,0.29996000,0.10811000,1.31890000,0.08438000,0.20130000,12.84820000,5.94040000,0.48970000,0.26150000
1134,16631.72000000,463.55000000,28.54210000,73.94000000,16.16800000,0.29774000,0.10869000,1.37320000,0.08501000,0.20140000,12.86490000,5.98650000,0.49320000,0.26180000
1135,16750.00000000,465.98000000,28.55120000,73.83000000,16.10600000,0.30041000,0.10830000,1.38050000,0.08484000,0.20350000,12.93130000,6.00950000,0.49240000,0.26220000
1136,16704.83000000,464.90000000,28.62070000,73.52000000,16.39600000,0.29616000,0.10842000,1.33560000,0.08475000,0.20470000,12.87060000,6.01600000,0.49480000,0.26300000
1137,16659.11000000,462.79000000,28.45400000,72.39000000,16.31300000,0.29672000,0.10846000,1.40970000,0.08428000,0.20250000,12.73020000,5.91000000,0.49790000,0.26070000
1138,16763.47000000,465.01000000,28.58960000,73.53000000,16.43600000,0.29845000,0.10960000,1.39910000,0.08514000,0.20470000,12.77520000,5.98930000,0.50750000,0.26190000
1139,16995.06000000,466.48000000,28.65910000,74.39000000,16.38900000,0.30033000,0.11106000,1.34080000,0.08513000,0.20560000,12.77880000,5.93300000,0.50670000,0.26230000
1140,17083.01000000,471.11000000,28.64480000,74.24000000,16.53000000,0.30490000,0.11029000,1.34240000,0.08603000,0.20550000,12.91980000,5.99320000,0.50650000,0.26390000
1141,16947.38000000,467.72000000,28.37640000,71.85000000,16.30700000,0.29888000,0.10977000,1.29380000,0.08535000,0.20310000,12.74200000,5.88600000,0.50200000,0.26080000
1142,17153.93000000,469.95000000,28.45120000,72.53000000,16.36800000,0.30052000,0.11036000,1.30000000,0.08569000,0.20330000,12.73990000,5.93380000,0.51230000,0.26280000
1143,17322.19000000,473.66000000,28.54910000,72.90000000,16.23900000,0.29843000,0.10952000,1.25940000,0.08660000,0.20270000,12.72060000,5.86610000,0.50810000,0.26200000
1144,17639.35000000,481.48000000,28.61700000,74.22000000,16.26500000,0.29946000,0.10914000,1.22400000,0.08696000,0.20220000,12.83370000,5.83120000,0.50680000,0.26260000
1145,17808.66000000,480.34000000,28.44680000,73.83000000,16.22800000,0.30079000,0.10985000,1.23350000,0.08622000,0.20180000,12.78700000,5.74300000,0.50860000,0.26390000
1146,17638.37000000,477.92000000,28.50780000,74.01000000,16.31800000,0.30265000,0.10984000,1.23180000,0.08715000,0.20280000,12.83650000,5.80150000,0.51370000,0.26620000
1147,17685.22000000,482.96000000,28.65030000,75.07000000,16.36100000,0.30235000,0.11090000,1.25850000,0.08738000,0.20560000,13.20550000,5.88150000,0.51050000,0.26740000
1148,17677.64000000,482.15000000,28.67440000,74.47000000,16.23500000,0.30101000,0.10983000,1.23460000,0.08675000,0.20510000,13.29300000,5.96700000,0.50760000,0.26610000
1149,17624.15000000,480.41000000,28.54880000,74.53000000,16.18000000,0.29996000,0.10945000,1.24090000,0.08646000,0.20500000,13.15000000,5.89410000,0.50340000,0.26500000
1150,17596.78000000,480.31000000,28.42010000,76.41000000,16.12000000,0.30256000,0.10945000,1.21930000,0.08610000,0.20480000,13.13520000,5.88000000,0.50100000,0.26510000
1151,17659.38000000,482.15000000,28.55520000,76.32000000,16.15000000,0.30247000,0.10947000,1.23030000,0.08650000,0.20510000,13.39440000,6.00560000,0.50500000,0.26580000
1152,17693.64000000,486.75000000,28.69730000,75.05000000,16.21500000,0.30440000,0.11115000,1.29010000,0.08674000,0.20550000,13.90030000,6.18870000,0.50710000,0.26710000
1153,17739.42000000,487.40000000,28.51540000,75.17000000,16.15700000,0.30360000,0.11058000,1.26760000,0.08631000,0.20480000,13.89770000,6.22460000,0.50450000,0.26630000
1154,17680.64000000,484.87000000,28.41500000,74.39000000,16.10500000,0.30063000,0.10968000,1.27370000,0.08580000,0.20400000,13.82990000,6.13900000,0.50150000,0.26380000
1155,18030.71000000,488.34000000,28.39360000,75.53000000,16.25200000,0.30013000,0.11111000,1.29500000,0.08579000,0.20540000,13.91790000,6.10610000,0.50120000,0.26500000
1156,18369.33000000,493.39000000,28.49010000,75.07000000,16.15000000,0.30062000,0.10990000,1.13350000,0.08595000,0.20520000,13.98980000,6.60890000,0.50230000,0.26390000
1157,17623.39000000,470.02000000,27.98130000,70.99000000,15.49400000,0.28950000,0.10447000,1.08990000,0.08335000,0.19510000,13.25980000,6.16190000,0.48440000,0.25460000
1158,17780.19000000,473.18000000,28.17450000,72.76000000,15.69900000,0.29380000,0.10587000,1.11780000,0.08411000,0.19670000,13.45680000,6.22730000,0.48950000,0.25590000
1159,18063.70000000,477.32000000,28.25540000,73.42000000,15.80000000,0.29459000,0.10687000,1.19780000,0.08449000,0.19800000,13.57950000,6.25790000,0.49070000,0.25710000
1160,18211.02000000,479.69000000,28.19390000,73.05000000,15.84600000,0.29508000,0.10656000,1.25510000,0.08438000,0.19780000,13.61650000,6.46770000,0.49190000,0.25670000
1161,18110.00000000,476.87000000,28.18420000,72.34000000,15.80200000,0.29256000,0.10636000,1.25100000,0.08383000,0.19700000,13.48980000,6.17770000,0.48890000,0.25790000
1162,18250.00000000,482.43000000,28.27000000,73.64000000,15.87700000,0.29572000,0.10747000,1.21730000,0.08389000,0.19880000,13.77460000,6.19400000,0.49250000,0.25820000
1163,18249.99000000,480.73000000,28.20310000,72.76000000,15.81000000,0.29502000,0.10676000,1.27190000,0.08409000,0.19810000,13.55030000,6.17300000,0.48950000,0.25570000
1164,18024.03000000,477.08000000,28.02450000,71.82000000,15.69200000,0.29144000,0.10605000,1.24750000,0.08348000,0.19670000,13.42650000,6.00190000,0.48600000,0.25520000
1165,17882.89000000,475.29000000,27.83520000,71.54000000,15.60600000,0.28953000,0.10531000,1.17990000,0.08293000,0.19600000,13.27460000,5.82810000,0.48210000,0.25490000
1166,17683.11000000,470.69000000,27.69100000,70.58000000,15.45400000,0.28715000,0.10451000,1.16680000,0.08237000,0.19410000,13.08490000,5.66770000,0.47600000,0.25300000
1167,17873.88000000,473.99000000,27.92880000,71.24000000,15.62500000,0.28841000,0.10541000,1.17180000,0.08328000,0.19730000,13.25890000,5.83010000,0.48030000,0.25450000
1168,17793.71000000,473.21000000,27.93470000,73.59000000,15.63000000,0.28989000,0.10554000,1.16680000,0.08353000,0.19760000,13.20630000,5.81440000,0.48110000,0.25500000
1169,17890.45000000,475.20000000,27.89810000,73.93000000,15.67400000,0.29028000,0.10576000,1.18500000,0.08336000,0.19830000,13.25570000,5.83800000,0.48220000,0.25570000
1170,17775.92000000,472.91000000,27.83900000,73.58000000,15.56300000,0.28966000,0.10471000,1.14660000,0.08256000,0.19780000,13.14140000,5.78220000,0.48110000,0.25320000
1171,17659.90000000,473.00000000,27.72460000,72.93000000,15.58100000,0.29035000,0.10449000,1.15860000,0.08251000,0.19670000,13.10550000,5.69140000,0.48240000,0.25410000
1172,17642.93000000,471.50000000,27.71340000,72.45000000,15.62000000,0.28875000,0.10485000,1.17050000,0.08283000,0.19650000,13.07310000,5.66070000,0.48370000,0.25230000
1173,17762.64000000,474.14000000,27.83710000,73.35000000,15.70100000,0.29167000,0.10575000,1.24070000,0.08354000,0.19770000,13.17980000,5.74280000,0.48610000,0.25620000
1174,17806.03000000,480.00000000,27.97030000,74.03000000,15.74700000,0.29313000,0.10658000,1.23070000,0.08379000,0.19940000,13.52250000,5.83610000,0.48850000,0.25700000
1175,17776.12000000,478.41000000,28.09310000,73.42000000,15.71800000,0.29335000,0.10658000,1.31190000,0.08365000,0.20000000,13.55980000,5.94870000,0.48980000,0.25720000
1176,17763.05000000,478.81000000,28.10090000,75.03000000,15.70500000,0.29307000,0.10696000,1.28030000,0.08371000,0.20010000,13.34210000,6.01990000,0.49000000,0.25650000
1177,17855.50000000,479.99000000,28.02210000,74.62000000,15.73900000,0.29332000,0.10673000,1.30690000,0.08364000,0.20040000,13.45760000,6.03390000,0.49210000,0.25710000
1178,17928.65000000,478.15000000,28.03840000,74.40000000,15.78300000,0.29482000,0.10687000,1.32670000,0.08373000,0.20110000,13.42420000,6.01010000,0.49270000,0.25650000
1179,17915.46000000,477.72000000,28.09150000,74.13000000,15.74500000,0.29350000,0.10688000,1.32000000,0.08364000,0.19990000,13.42620000,5.97970000,0.49140000,0.25620000
1180,17844.73000000,476.54000000,27.99110000,73.84000000,15.64900000,0.29178000,0.10656000,1.31680000,0.08307000,0.19910000,13.31840000,5.88540000,0.48650000,0.25550000
1181,17894.88000000,476.79000000,28.06030000,73.98000000,15.68300000,0.29248000,0.10685000,1.32320000,0.08320000,0.19950000,13.37750000,5.91250000,0.48520000,0.25520000
1182,17750.31000000,473.14000000,27.85970000,72.76000000,15.60600000,0.28982000,0.10568000,1.43400000,0.08262000,0.19860000,13.21190000,5.74040000,0.48280000,0.25350000
1183,17649.94000000,471.76000000,27.89000000,72.64000000,15.56500000,0.28885000,0.10569000,1.37720000,0.08235000,0.19820000,13.18490000,5.73000000,0.48090000,0.25290000
1184,17533.42000000,469.49000000,27.79330000,72.53000000,15.54600000,0.28769000,0.10547000,1.32470000,0.08208000,0.19850000,13.18520000,5.72180000,0.47980000,0.25200000
1185,17426.52000000,466.49000000,27.69230000,72.29000000,15.44200000,0.28490000,0.10457000,1.30140000,0.08207000,0.19700000,13.12410000,5.67160000,0.47540000,0.25080000
1186,17611.77000000,470.03000000,27.88930000,74.70000000,15.67800000,0.28713000,0.10518000,1.34630000,0.08328000,0.19840000,13.35150000,5.74740000,0.48000000,0.25380000
1187,17765.33000000,473.46000000,28.07810000,78.78000000,15.83700000,0.29161000,0.10597000,1.36760000,0.08403000,0.20090000,13.49130000,5.89630000,0.48500000,0.25480000
1188,17710.50000000,473.61000000,28.20580000,79.08000000,15.88500000,0.29675000,0.10698000,1.30160000,0.08507000,0.20210000,13.61230000,5.99490000,0.48650000,0.25540000
1189,18000.56000000,476.24000000,28.29140000,79.66000000,16.00600000,0.29911000,0.10747000,1.33990000,0.08494000,0.20330000,13.85510000,6.07230000,0.49250000,0.25590000
1190,18116.85000000,477.83000000,28.29460000,80.09000000,16.04500000,0.29873000,0.10750000,1.32760000,0.08502000,0.20330000,13.76080000,6.03620000,0.49070000,0.25490000
1191,18045.00000000,475.52000000,28.24940000,80.49000000,16.17400000,0.29827000,0.10733000,1.35450000,0.08497000,0.20210000,13.83470000,6.08700000,0.49390000,0.25560000
1192,18009.88000000,475.73000000,28.15780000,80.70000000,16.13500000,0.30200000,0.10752000,1.39180000,0.08526000,0.20170000,13.74890000,5.99980000,0.49290000,0.25560000
1193,17969.40000000,474.76000000,28.14210000,80.83000000,16.12500000,0.30014000,0.10703000,1.41360000,0.08526000,0.20120000,13.71170000,6.00650000,0.49070000,0.25480000
1194,17934.02000000,472.86000000,28.13070000,81.20000000,16.05300000,0.30076000,0.10631000,1.42290000,0.08472000,0.20100000,13.69000000,5.89280000,0.49120000,0.25390000
1195,17955.80000000,474.10000000,28.14690000,82.65000000,16.14800000,0.30118000,0.10599000,1.39300000,0.08513000,0.20000000,13.67070000,5.85820000,0.48950000,0.25340000
1196,18023.99000000,474.77000000,28.13310000,82.28000000,16.08200000,0.30257000,0.10581000,1.40300000,0.08476000,0.20020000,13.75570000,5.91900000,0.49060000,0.25470000
1197,17928.48000000,472.47000000,27.98390000,80.93000000,15.92100000,0.29914000,0.10561000,1.30170000,0.08387000,0.19830000,13.61910000,5.82160000,0.48590000,0.25260000
1198,17859.87000000,471.85000000,27.91350000,81.68000000,15.86800000,0.30130000,0.10525000,1.32210000,0.08372000,0.19600000,13.52450000,5.77910000,0.48310000,0.25200000
1199,17802.82000000,471.25000000,28.13870000,81.53000000,16.09500000,0.30358000,0.10590000,1.33000000,0.08401000,0.19670000,13.61870000,5.83640000,0.48570000,0.25360000
1200,17777.25000000,471.47000000,28.19220000,82.48000000,16.21100000,0.30156000,0.10574000,1.32960000,0.08385000,0.19560000,13.52320000,5.91520000,0.48830000,0.25200000
1201,17960.39000000,479.39000000,28.29450000,81.57000000,16.28500000,0.30284000,0.10660000,1.36180000,0.08505000,0.19600000,13.70750000,5.98340000,0.49400000,0.25460000
1202,17960.09000000,481.92000000,28.32430000,81.80000000,16.29000000,0.30417000,0.10697000,1.37520000,0.08496000,0.19610000,13.72170000,5.99000000,0.49680000,0.25410000
1203,17955.06000000,484.86000000,28.32060000,81.33000000,16.31600000,0.30238000,0.10749000,1.38190000,0.08482000,0.19670000,13.78420000,6.13410000,0.49670000,0.25520000
1204,18194.79000000,486.15000000,28.26950000,82.06000000,16.35000000,0.30311000,0.10777000,1.36610000,0.08483000,0.19710000,13.88470000,6.05970000,0.49780000,0.25550000
1205,18129.99000000,484.80000000,28.30990000,80.87000000,16.24700000,0.29938000,0.10696000,1.35760000,0.08450000,0.19640000,13.80580000,6.06320000,0.49480000,0.25480000
1206,18164.80000000,484.36000000,28.25330000,80.84000000,16.29700000,0.30116000,0.10700000,1.36330000,0.08454000,0.19650000,13.69420000,6.11010000,0.49580000,0.25410000
1207,18212.00000000,491.47000000,28.23480000,80.70000000,16.31500000,0.30057000,0.10720000,1.36050000,0.08434000,0.19790000,13.81380000,5.98380000,0.49550000,0.25300000
1208,18304.63000000,501.41000000,28.25410000,81.96000000,16.49000000,0.30336000,0.10842000,1.35350000,0.08498000,0.19850000,14.19090000,6.23740000,0.50200000,0.25520000
1209,18173.01000000,495.12000000,28.26240000,80.46000000,16.48400000,0.30069000,0.10795000,1.36820000,0.08464000,0.19870000,13.92130000,6.10440000,0.50110000,0.25390000
1210,18284.34000000,505.04000000,28.77270000,82.43000000,16.74900000,0.30320000,0.10990000,1.40450000,0.08581000,0.20170000,14.14620000,6.18940000,0.50780000,0.26140000
1211,18263.50000000,505.19000000,28.85020000,82.29000000,16.60600000,0.30395000,0.11004000,1.44990000,0.08610000,0.20110000,14.12750000,6.32900000,0.50770000,0.26280000
1212,18234.99000000,505.54000000,29.03220000,81.55000000,16.70300000,0.31386000,0.11003000,1.46230000,0.08621000,0.20200000,14.26180000,6.27430000,0.50760000,0.26250000
1213,18242.84000000,507.93000000,29.04570000,81.94000000,16.69100000,0.31227000,0.11139000,1.47410000,0.08648000,0.20250000,14.23830000,6.26790000,0.51250000,0.26460000
1214,18630.98000000,507.01000000,29.09040000,82.03000000,16.55300000,0.31517000,0.11021000,1.43080000,0.08606000,0.20080000,14.19150000,6.17260000,0.50690000,0.26110000
1215,18668.56000000,504.73000000,28.96160000,81.93000000,16.46700000,0.31340000,0.10999000,1.40660000,0.08615000,0.20060000,14.24400000,6.16000000,0.50900000,0.26120000
1216,18684.31000000,508.23000000,29.09170000,85.02000000,16.51400000,0.31956000,0.11069000,1.40710000,0.08643000,0.20100000,14.30530000,6.18680000,0.50840000,0.26180000
1217,18684.92000000,513.91000000,29.03770000,84.53000000,16.71300000,0.32199000,0.11132000,1.43530000,0.08736000,0.20210000,14.31820000,6.26750000,0.51070000,0.26230000
1218,18582.33000000,507.92000000,28.77830000,82.96000000,16.53400000,0.31968000,0.11147000,1.41640000,0.08654000,0.20180000,14.19790000,6.22540000,0.50630000,0.26060000
1219,18627.38000000,509.97000000,28.90110000,83.36000000,16.61000000,0.32013000,0.11206000,1.41420000,0.08647000,0.20230000,14.26020000,6.30400000,0.50670000,0.26240000
1220,18623.35000000,509.29000000,28.85560000,83.32000000,16.59200000,0.32105000,0.11494000,1.43540000,0.08687000,0.20200000,14.21930000,6.29750000,0.50700000,0.26270000
1221,18580.26000000,508.89000000,28.71540000,83.63000000,16.45900000,0.32515000,0.11411000,1.42700000,0.08648000,0.20160000,14.15600000,6.25610000,0.50510000,0.26340000
1222,18619.99000000,508.06000000,28.86380000,82.26000000,16.32900000,0.32271000,0.11484000,1.42850000,0.08650000,0.20160000,14.14810000,6.21740000,0.50430000,0.26450000
1223,18655.67000000,510.12000000,28.97150000,82.53000000,16.44400000,0.32991000,0.11828000,1.40060000,0.08853000,0.20240000,14.09330000,6.17090000,0.50940000,0.26600000
1224,18860.56000000,516.04000000,28.95730000,84.11000000,16.61500000,0.33948000,0.11973000,1.41070000,0.09219000,0.20330000,14.23090000,6.20680000,0.51600000,0.26800000
1225,18830.42000000,514.68000000,28.99460000,83.95000000,16.66700000,0.33870000,0.12030000,1.42840000,0.09248000,0.20290000,14.23090000,6.19050000,0.51820000,0.27010000
1226,18739.96000000,508.14000000,28.68980000,81.97000000,16.61000000,0.33449000,0.11884000,1.30980000,0.09108000,0.20320000,13.94500000,6.11470000,0.51470000,0.27040000
1227,18659.48000000,507.99000000,28.53000000,82.01000000,16.81700000,0.33895000,0.11893000,1.32360000,0.09130000,0.20390000,14.00680000,6.20480000,0.51820000,0.27260000
1228,18579.21000000,505.05000000,28.39540000,80.86000000,16.60800000,0.33682000,0.11763000,1.31930000,0.09027000,0.20250000,13.80760000,6.14230000,0.51330000,0.27060000
1229,18652.44000000,508.33000000,28.53750000,81.61000000,16.78700000,0.34968000,0.11990000,1.32610000,0.09223000,0.20360000,13.93700000,6.22310000,0.51600000,0.27380000
1230,18628.14000000,510.14000000,28.60740000,83.04000000,17.10400000,0.35649000,0.12215000,1.32960000,0.09430000,0.20720000,14.15390000,6.32220000,0.52590000,0.27890000
1231,18669.99000000,510.25000000,28.84120000,82.92000000,17.76500000,0.35778000,0.12301000,1.33420000,0.09575000,0.21520000,14.24520000,6.48500000,0.54050000,0.28470000
1232,18781.73000000,517.90000000,29.05120000,84.63000000,17.80700000,0.38147000,0.12612000,1.36450000,0.09771000,0.21910000,14.38330000,6.63170000,0.54170000,0.28880000
1233,18609.99000000,511.88000000,29.40460000,82.74000000,17.48900000,0.36663000,0.12443000,1.35830000,0.09603000,0.21740000,14.25190000,6.51530000,0.53710000,0.28520000
1234,18593.39000000,511.85000000,29.30310000,82.42000000,17.48300000,0.36796000,0.12471000,1.32960000,0.09588000,0.21530000,14.21330000,6.80410000,0.53440000,0.28550000
1235,18531.06000000,509.33000000,28.92000000,82.08000000,17.38000000,0.37356000,0.12320000,1.31450000,0.09522000,0.21270000,14.08460000,6.52620000,0.53090000,0.28440000
1236,18641.43000000,513.91000000,29.24420000,82.93000000,17.61300000,0.39432000,0.12637000,1.33970000,0.09849000,0.21770000,14.29000000,6.75150000,0.53800000,0.29750000
1237,18794.82000000,522.99000000,29.34660000,84.14000000,17.78300000,0.41737000,0.12713000,1.32210000,0.10338000,0.21660000,14.70440000,6.81110000,0.54800000,0.30200000
1238,18733.02000000,533.05000000,29.87890000,86.32000000,17.99900000,0.41809000,0.12937000,1.31680000,0.10284000,0.22160000,14.92370000,7.13840000,0.55680000,0.30350000
1239,18790.01000000,537.10000000,30.49000000,86.42000000,18.23000000,0.42700000,0.13036000,1.33040000,0.10491000,0.22510000,15.10130000,7.15440000,0.57710000,0.31770000
1240,18732.18000000,539.00000000,30.27330000,84.94000000,17.92000000,0.41417000,0.12858000,1.33460000,0.10307000,0.22260000,15.09670000,7.03520000,0.56320000,0.30820000
1241,18762.30000000,544.98000000,30.33170000,85.48000000,17.97200000,0.40368000,0.12908000,1.33850000,0.10329000,0.22200000,15.15800000,7.39040000,0.56650000,0.31340000
1242,18735.47000000,541.54000000,30.34860000,85.84000000,18.07100000,0.41300000,0.12901000,1.34660000,0.10355000,0.22220000,15.12660000,7.28170000,0.56770000,0.31440000
1243,18679.97000000,541.63000000,30.29500000,85.47000000,17.90800000,0.41259000,0.12882000,1.35100000,0.10395000,0.22250000,15.13660000,7.28770000,0.56640000,0.31910000
1244,18652.09000000,541.13000000,30.27820000,85.73000000,17.78800000,0.41334000,0.12796000,1.33750000,0.10337000,0.22270000,15.18050000,7.11260000,0.56430000,0.31680000
1245,18654.26000000,543.72000000,30.40000000,86.13000000,17.89600000,0.42865000,0.12896000,1.30740000,0.10495000,0.22520000,15.35600000,7.27860000,0.56820000,0.31600000
1246,18636.95000000,542.58000000,30.37960000,85.54000000,17.96800000,0.44587000,0.12933000,1.30650000,0.10697000,0.22530000,15.28900000,7.23960000,0.56900000,0.31330000
1247,18703.80000000,552.35000000,30.51610000,87.14000000,18.32000000,0.46283000,0.13334000,1.30640000,0.10900000,0.23370000,15.45110000,7.27050000,0.58250000,0.32670000
1248,18547.96000000,550.72000000,30.47370000,85.44000000,18.11000000,0.44186000,0.12950000,1.29950000,0.10674000,0.22800000,15.10450000,7.17050000,0.57670000,0.31750000
1249,18470.40000000,542.49000000,30.06890000,84.60000000,17.55400000,0.42978000,0.12681000,1.24630000,0.10337000,0.21860000,14.84040000,6.84050000,0.56240000,0.30590000
1250,18583.91000000,548.31000000,30.22960000,85.31000000,17.85200000,0.45501000,0.12902000,1.26020000,0.10612000,0.22290000,15.00890000,7.14980000,0.56970000,0.31080000
1251,18559.91000000,549.50000000,30.47970000,85.00000000,17.91000000,0.45089000,0.12901000,1.24940000,0.10616000,0.22510000,15.06170000,7.07480000,0.56890000,0.30910000
1252,18602.46000000,547.82000000,30.55000000,84.88000000,17.76400000,0.44790000,0.12765000,1.24030000,0.10554000,0.22470000,14.97260000,6.97930000,0.56630000,0.30630000
1253,18517.31000000,543.88000000,30.12960000,83.84000000,17.50500000,0.43354000,0.12529000,1.22000000,0.10369000,0.22110000,14.70260000,6.85020000,0.55890000,0.30100000
1254,18481.99000000,543.59000000,29.97200000,84.00000000,17.49600000,0.43594000,0.12382000,1.20490000,0.10334000,0.22040000,14.76390000,6.67900000,0.55470000,0.30060000
1255,18498.31000000,542.32000000,29.94430000,84.38000000,17.54600000,0.44904000,0.12620000,1.18800000,0.10398000,0.21990000,14.76030000,6.70360000,0.55350000,0.30040000
